ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES3,C00115,IT0001433,25-NOV-2014 12.00.00.000000000 AM,256551,4,12-DEC-2014 12.00.00.000000000 AM,21306633,4
ES3,C00315,IT0001012,15-DEC-2014 12.00.00.000000000 AM,256800,500,19-DEC-2014 12.00.00.000000000 AM,21306822,250
ES3,C00315,IT0001012,15-DEC-2014 12.00.00.000000000 AM,256800,500,24-DEC-2014 12.00.00.000000000 AM,21306950,250
ES3,C00315,IT0001040,15-DEC-2014 12.00.00.000000000 AM,256800,72,24-DEC-2014 12.00.00.000000000 AM,21306950,72
ES1,C00224,IT0001086,20-AUG-2014 12.00.00.000000000 AM,220835,75,23-NOV-2014 12.00.00.000000000 AM,21306162,25
ES1,C00224,IT0001478,21-SEP-2014 12.00.00.000000000 AM,220849,100,23-NOV-2014 12.00.00.000000000 AM,21306163,100
ES1,C00225,IT0001227,12-OCT-2014 12.00.00.000000000 AM,220858,114,16-NOV-2014 12.00.00.000000000 AM,21305989,114
ES1,C00225,IT0001233,12-OCT-2014 12.00.00.000000000 AM,220858,30,26-NOV-2014 12.00.00.000000000 AM,21306259,30
ES1,C00225,IT0001007,12-OCT-2014 12.00.00.000000000 AM,220858,132,26-NOV-2014 12.00.00.000000000 AM,21306259,132
ES1,C00225,IT0001237,13-NOV-2014 12.00.00.000000000 AM,220869,384,23-NOV-2014 12.00.00.000000000 AM,21306190,384
ES3,C00314,IT0001020,23-SEP-2014 12.00.00.000000000 AM,256311,320,05-NOV-2014 12.00.00.000000000 AM,21305783,160
ES1,C00102,IT0001020,03-SEP-2014 12.00.00.000000000 AM,256174,1280,16-NOV-2014 12.00.00.000000000 AM,21306000,160
ES3,C00146,IT0001076,17-SEP-2014 12.00.00.000000000 AM,256261,1250,14-DEC-2014 12.00.00.000000000 AM,21306673,250
ES3,C00158,IT0001108,23-NOV-2014 12.00.00.000000000 AM,256266,3,26-NOV-2014 12.00.00.000000000 AM,21306314,3
ES3,C00158,IT0001088,23-NOV-2014 12.00.00.000000000 AM,256266,1800,26-NOV-2014 12.00.00.000000000 AM,21306314,520
ES3,C00158,IT0001088,23-NOV-2014 12.00.00.000000000 AM,256266,1800,23-NOV-2014 12.00.00.000000000 AM,21306212,1280
ES1,C00102,IT0001076,19-SEP-2014 12.00.00.000000000 AM,256268,1000,10-DEC-2014 12.00.00.000000000 AM,21306581,250
ES1,C00102,IT0001076,19-SEP-2014 12.00.00.000000000 AM,256268,1000,10-DEC-2014 12.00.00.000000000 AM,21306617,250
ES1,C00246,IT0001151,12-NOV-2014 12.00.00.000000000 AM,256595,24,13-NOV-2014 12.00.00.000000000 AM,21305983,24
ES1,C00238,IT0001101,13-NOV-2014 12.00.00.000000000 AM,256598,360,18-NOV-2014 12.00.00.000000000 AM,21306093,180
ES1,C00313,IT0001381,14-NOV-2014 12.00.00.000000000 AM,256606,73,18-NOV-2014 12.00.00.000000000 AM,21306104,33
ES1,C00313,IT0001381,14-NOV-2014 12.00.00.000000000 AM,256606,73,24-NOV-2014 12.00.00.000000000 AM,21306247,40
ES1,C00238,IT0001499,17-NOV-2014 12.00.00.000000000 AM,256618,15,02-DEC-2014 12.00.00.000000000 AM,21306411,15
ES3,C00128,IT0001012,17-NOV-2014 12.00.00.000000000 AM,256629,500,20-NOV-2014 12.00.00.000000000 AM,21306149,500
ES3,C00315,IT0001151,18-NOV-2014 12.00.00.000000000 AM,256630,32,19-NOV-2014 12.00.00.000000000 AM,21306106,32
ES1,C00143,IT0001381,19-NOV-2014 12.00.00.000000000 AM,256632,20,26-DEC-2014 12.00.00.000000000 AM,21307016,20
ES3,C00311,IT0001068,18-NOV-2014 12.00.00.000000000 AM,256633,72,20-NOV-2014 12.00.00.000000000 AM,21306133,72
ES1,C00110,IT0001020,12-OCT-2014 12.00.00.000000000 AM,256412,800,24-DEC-2014 12.00.00.000000000 AM,21306930,160
ES1,C00277,IT0001076,21-OCT-2014 12.00.00.000000000 AM,256427,860,12-NOV-2014 12.00.00.000000000 AM,21305963,860
ES3,C00205,IT0001012,22-OCT-2014 12.00.00.000000000 AM,256466,1000,05-NOV-2014 12.00.00.000000000 AM,21305772,250
ES1,C00186,IT0001040,27-OCT-2014 12.00.00.000000000 AM,256489,144,21-NOV-2014 12.00.00.000000000 AM,21306169,144
ES1,C00312,IT0001076,29-OCT-2014 12.00.00.000000000 AM,256492,250,03-NOV-2014 12.00.00.000000000 AM,21305725,250
ES3,C00115,IT0001066,11-NOV-2014 12.00.00.000000000 AM,256512,130,26-NOV-2014 12.00.00.000000000 AM,21306295,130
ES3,C00115,IT0001033,11-NOV-2014 12.00.00.000000000 AM,256512,130,26-NOV-2014 12.00.00.000000000 AM,21306295,130
ES3,C00313,IT0001076,30-OCT-2014 12.00.00.000000000 AM,256515,1500,16-DEC-2014 12.00.00.000000000 AM,21306787,250
ES3,C00193,IT0001113,31-OCT-2014 12.00.00.000000000 AM,256521,100,18-NOV-2014 12.00.00.000000000 AM,21306088,100
ES3,C00354,IT0001068,03-NOV-2014 12.00.00.000000000 AM,256530,72,03-NOV-2014 12.00.00.000000000 AM,21305728,72
ES3,C00311,IT0001020,05-NOV-2014 12.00.00.000000000 AM,256540,480,06-NOV-2014 12.00.00.000000000 AM,21305803,480
ES1,C00366,IT0001113,05-NOV-2014 12.00.00.000000000 AM,256541,72,11-NOV-2014 12.00.00.000000000 AM,21305944,72
ES3,C00127,IT0001113,06-NOV-2014 12.00.00.000000000 AM,256550,144,11-DEC-2014 12.00.00.000000000 AM,21306640,72
ES1,C00101,IT0001088,12-NOV-2014 12.00.00.000000000 AM,256560,160,19-NOV-2014 12.00.00.000000000 AM,21306087,160
ES3,C00291,IT0001088,09-NOV-2014 12.00.00.000000000 AM,256561,960,09-NOV-2014 12.00.00.000000000 AM,21305862,960
ES1,C00240,IT0001151,09-NOV-2014 12.00.00.000000000 AM,256569,32,21-NOV-2014 12.00.00.000000000 AM,21306176,32
ES1,C00314,IT0001170,10-NOV-2014 12.00.00.000000000 AM,256572,40,14-NOV-2014 12.00.00.000000000 AM,21306020,40
ES1,C00301,IT0001151,11-NOV-2014 12.00.00.000000000 AM,256587,40,21-NOV-2014 12.00.00.000000000 AM,21306180,40
ES1,C00110,IT0001020,12-OCT-2014 12.00.00.000000000 AM,256412,800,17-NOV-2014 12.00.00.000000000 AM,21306034,480
ES1,C00110,IT0001020,12-OCT-2014 12.00.00.000000000 AM,256412,800,18-DEC-2014 12.00.00.000000000 AM,21306795,160
ES1,C00160,IT0001322,03-DEC-2014 12.00.00.000000000 AM,280281,1,05-DEC-2014 12.00.00.000000000 AM,21306458,1
ES3,C00143,IT0001307,29-DEC-2014 12.00.00.000000000 AM,280288,3000,30-DEC-2014 12.00.00.000000000 AM,21307114,2784
ES1,C00308,IT0001213,26-MAY-2014 12.00.00.000000000 AM,290034,2500,12-NOV-2014 12.00.00.000000000 AM,21305915,2500
ES1,C00367,IT0001188,28-OCT-2014 12.00.00.000000000 AM,290224,50,17-DEC-2014 12.00.00.000000000 AM,21306770,50
ES1,C00367,IT0001481,28-OCT-2014 12.00.00.000000000 AM,290224,3,17-DEC-2014 12.00.00.000000000 AM,21306770,3
ES1,C00156,IT0001096,06-NOV-2014 12.00.00.000000000 AM,290231,1280,10-NOV-2014 12.00.00.000000000 AM,21305838,800
ES1,C00156,IT0001096,06-NOV-2014 12.00.00.000000000 AM,290231,1280,12-NOV-2014 12.00.00.000000000 AM,21305908,480
ES1,C00206,IT0001415,07-NOV-2014 12.00.00.000000000 AM,290232,25,02-DEC-2014 12.00.00.000000000 AM,21306372,25
ES1,C00162,IT0001186,11-NOV-2014 12.00.00.000000000 AM,290237,250,25-NOV-2014 12.00.00.000000000 AM,21306229,250
ES1,C00237,IT0001016,14-NOV-2014 12.00.00.000000000 AM,290244,1000,16-NOV-2014 12.00.00.000000000 AM,21306024,250
ES1,C00237,IT0001016,14-NOV-2014 12.00.00.000000000 AM,290244,1000,24-NOV-2014 12.00.00.000000000 AM,21306195,750
ES1,C00195,IT0001044,17-NOV-2014 12.00.00.000000000 AM,290246,100,26-NOV-2014 12.00.00.000000000 AM,21306264,80
ES1,C00156,IT0001096,19-NOV-2014 12.00.00.000000000 AM,290249,2560,24-NOV-2014 12.00.00.000000000 AM,21306193,1280
ES1,C00156,IT0001096,19-NOV-2014 12.00.00.000000000 AM,290249,2560,02-DEC-2014 12.00.00.000000000 AM,21306366,1120
ES1,C00156,IT0001096,19-NOV-2014 12.00.00.000000000 AM,290249,2560,21-NOV-2014 12.00.00.000000000 AM,21306138,160
ES1,C00297,IT0001170,20-NOV-2014 12.00.00.000000000 AM,290251,100,08-DEC-2014 12.00.00.000000000 AM,21306524,100
ES1,C00237,IT0001096,24-NOV-2014 12.00.00.000000000 AM,290252,3337,10-DEC-2014 12.00.00.000000000 AM,21306571,800
ES1,C00237,IT0001096,24-NOV-2014 12.00.00.000000000 AM,290252,3337,11-DEC-2014 12.00.00.000000000 AM,21306607,137
ES1,C00237,IT0001096,24-NOV-2014 12.00.00.000000000 AM,290252,3337,27-NOV-2014 12.00.00.000000000 AM,21306298,960
ES1,C00237,IT0001096,24-NOV-2014 12.00.00.000000000 AM,290252,3337,02-DEC-2014 12.00.00.000000000 AM,21306373,480
ES1,C00237,IT0001096,24-NOV-2014 12.00.00.000000000 AM,290252,3337,05-DEC-2014 12.00.00.000000000 AM,21306453,960
ES1,C00308,IT0001016,28-NOV-2014 12.00.00.000000000 AM,290266,1750,16-DEC-2014 12.00.00.000000000 AM,21306728,1750
ESR,C00195,IT0001038,08-DEC-2014 12.00.00.000000000 AM,290275,-85,09-DEC-2014 12.00.00.000000000 AM,21300060,-85
ES1,C00252,IT0001096,09-DEC-2014 12.00.00.000000000 AM,290277,1000,11-DEC-2014 12.00.00.000000000 AM,21306611,1000
ES1,C00254,IT0001500,09-DEC-2014 12.00.00.000000000 AM,290278,17,25-DEC-2014 12.00.00.000000000 AM,21306964,17
ES1,C00328,IT0001389,17-DEC-2014 12.00.00.000000000 AM,290291,52,22-DEC-2014 12.00.00.000000000 AM,21306960,52
ES1,C00195,IT0001038,22-DEC-2014 12.00.00.000000000 AM,290298,20,30-DEC-2014 12.00.00.000000000 AM,21307078,20
ES1,C00370,IT0001026,23-OCT-2014 12.00.00.000000000 AM,290218,640,09-DEC-2014 12.00.00.000000000 AM,21306531,640
ES1,C00370,IT0001406,23-OCT-2014 12.00.00.000000000 AM,290218,30,09-DEC-2014 12.00.00.000000000 AM,21306531,30
ES1,C00237,IT0001024,27-OCT-2014 12.00.00.000000000 AM,290223,960,04-NOV-2014 12.00.00.000000000 AM,21305706,320
ES1,C00237,IT0001043,27-OCT-2014 12.00.00.000000000 AM,290223,144,09-NOV-2014 12.00.00.000000000 AM,21305812,144
ES1,C00146,IT0001088,17-DEC-2014 12.00.00.000000000 AM,256795,160,17-DEC-2014 12.00.00.000000000 AM,21306797,160
ES1,C00313,IT0001471,15-DEC-2014 12.00.00.000000000 AM,256796,63,26-DEC-2014 12.00.00.000000000 AM,21307029,25
ES1,C00312,IT0001433,16-DEC-2014 12.00.00.000000000 AM,256804,2,17-DEC-2014 12.00.00.000000000 AM,21306805,2
ES1,C00246,IT0001433,16-DEC-2014 12.00.00.000000000 AM,256807,14,17-DEC-2014 12.00.00.000000000 AM,21306803,14
ES1,C00315,IT0001381,17-DEC-2014 12.00.00.000000000 AM,256815,4,19-DEC-2014 12.00.00.000000000 AM,21306823,4
ES1,C00110,IT0001040,17-DEC-2014 12.00.00.000000000 AM,256819,72,24-DEC-2014 12.00.00.000000000 AM,21306932,72
ES1,C00283,IT0001113,18-DEC-2014 12.00.00.000000000 AM,256824,72,21-DEC-2014 12.00.00.000000000 AM,21306871,72
ES1,C00126,IT0001076,21-DEC-2014 12.00.00.000000000 AM,256833,500,24-DEC-2014 12.00.00.000000000 AM,21306935,500
ES1,C00259,IT0001088,21-DEC-2014 12.00.00.000000000 AM,256841,100,28-DEC-2014 12.00.00.000000000 AM,21307045,100
ES3,C00205,IT0001101,26-DEC-2014 12.00.00.000000000 AM,256875,180,28-DEC-2014 12.00.00.000000000 AM,21307020,180
ES1,C00313,IT0001113,28-DEC-2014 12.00.00.000000000 AM,256879,144,28-DEC-2014 12.00.00.000000000 AM,21307060,72
ES1,C00311,IT0001151,21-NOV-2014 12.00.00.000000000 AM,256655,192,23-NOV-2014 12.00.00.000000000 AM,21306186,192
ES1,C00351,IT0001139,23-NOV-2014 12.00.00.000000000 AM,256663,100,28-NOV-2014 12.00.00.000000000 AM,21306354,80
ES1,C00351,IT0001139,23-NOV-2014 12.00.00.000000000 AM,256663,100,05-DEC-2014 12.00.00.000000000 AM,21306521,20
ES3,C00154,IT0001076,25-NOV-2014 12.00.00.000000000 AM,256667,500,03-DEC-2014 12.00.00.000000000 AM,21306445,500
ES3,C00205,IT0001088,25-NOV-2014 12.00.00.000000000 AM,256675,480,26-NOV-2014 12.00.00.000000000 AM,21306316,160
ES3,C00205,IT0001088,25-NOV-2014 12.00.00.000000000 AM,256675,480,01-DEC-2014 12.00.00.000000000 AM,21306382,320
ES3,C00205,IT0001068,25-NOV-2014 12.00.00.000000000 AM,256675,72,25-NOV-2014 12.00.00.000000000 AM,21306278,72
ES1,C00216,IT0001088,25-NOV-2014 12.00.00.000000000 AM,256678,800,25-NOV-2014 12.00.00.000000000 AM,21306279,160
ES3,C00240,IT0001020,26-NOV-2014 12.00.00.000000000 AM,256683,160,27-NOV-2014 12.00.00.000000000 AM,21306323,160
ES3,C00240,IT0001162,26-NOV-2014 12.00.00.000000000 AM,256683,56,27-NOV-2014 12.00.00.000000000 AM,21306323,56
ES1,C00240,IT0001376,27-NOV-2014 12.00.00.000000000 AM,256684,10,07-DEC-2014 12.00.00.000000000 AM,21306506,10
ES1,C00240,IT0001367,27-NOV-2014 12.00.00.000000000 AM,256684,10,07-DEC-2014 12.00.00.000000000 AM,21306506,10
ES1,C00257,IT0001088,27-NOV-2014 12.00.00.000000000 AM,256689,320,28-NOV-2014 12.00.00.000000000 AM,21306364,160
ES1,C00257,IT0001088,27-NOV-2014 12.00.00.000000000 AM,256689,320,05-DEC-2014 12.00.00.000000000 AM,21306472,160
ES1,C00313,IT0001068,27-NOV-2014 12.00.00.000000000 AM,256690,144,28-NOV-2014 12.00.00.000000000 AM,21306353,144
ES3,C00311,IT0001020,28-NOV-2014 12.00.00.000000000 AM,256693,320,28-NOV-2014 12.00.00.000000000 AM,21306365,160
ES3,C00311,IT0001020,28-NOV-2014 12.00.00.000000000 AM,256693,320,02-DEC-2014 12.00.00.000000000 AM,21306391,160
ES1,C00301,IT0001076,02-DEC-2014 12.00.00.000000000 AM,256706,750,19-DEC-2014 12.00.00.000000000 AM,21306872,250
ES1,C00240,IT0001433,03-DEC-2014 12.00.00.000000000 AM,256712,28,07-DEC-2014 12.00.00.000000000 AM,21306507,28
ES1,C00240,IT0001076,03-DEC-2014 12.00.00.000000000 AM,256712,250,07-DEC-2014 12.00.00.000000000 AM,21306507,250
ES1,C00315,IT0001376,04-DEC-2014 12.00.00.000000000 AM,256724,7,07-DEC-2014 12.00.00.000000000 AM,21306518,7
ES3,C00315,IT0001012,08-DEC-2014 12.00.00.000000000 AM,256738,500,10-DEC-2014 12.00.00.000000000 AM,21306601,500
ES1,C00110,IT0001376,09-DEC-2014 12.00.00.000000000 AM,256750,25,11-DEC-2014 12.00.00.000000000 AM,21306622,25
ES1,C00110,IT0001367,09-DEC-2014 12.00.00.000000000 AM,256750,25,11-DEC-2014 12.00.00.000000000 AM,21306622,25
ES3,C00287,IT0001020,10-DEC-2014 12.00.00.000000000 AM,256755,320,15-DEC-2014 12.00.00.000000000 AM,21306706,320
ES3,C00335,IT0001068,10-DEC-2014 12.00.00.000000000 AM,256758,72,22-DEC-2014 12.00.00.000000000 AM,21306953,72
ES1,C00115,IT0001151,11-DEC-2014 12.00.00.000000000 AM,256766,152,19-DEC-2014 12.00.00.000000000 AM,21306815,104
ES3,C00316,IT0001113,11-DEC-2014 12.00.00.000000000 AM,256769,72,12-DEC-2014 12.00.00.000000000 AM,21306661,72
ES3,C00313,IT0001151,11-DEC-2014 12.00.00.000000000 AM,256770,104,24-DEC-2014 12.00.00.000000000 AM,21306979,64
ES1,C00311,IT0001040,11-DEC-2014 12.00.00.000000000 AM,256773,72,15-DEC-2014 12.00.00.000000000 AM,21306709,72
ES1,C00311,IT0001020,11-DEC-2014 12.00.00.000000000 AM,256773,160,15-DEC-2014 12.00.00.000000000 AM,21306709,160
ES1,C00115,IT0001162,12-DEC-2014 12.00.00.000000000 AM,256781,224,12-DEC-2014 12.00.00.000000000 AM,21306662,144
ES1,C00284,IT0001084,04-DEC-2014 12.00.00.000000000 AM,290256,1750,22-DEC-2014 12.00.00.000000000 AM,21306897,1750
ES1,C00284,IT0001116,04-DEC-2014 12.00.00.000000000 AM,290256,35,22-DEC-2014 12.00.00.000000000 AM,21306897,35
ESR,C00195,IT0001159,08-DEC-2014 12.00.00.000000000 AM,290276,-86,09-DEC-2014 12.00.00.000000000 AM,21300061,-86
ES1,C00142,IT0001084,10-DEC-2014 12.00.00.000000000 AM,290282,1000,11-DEC-2014 12.00.00.000000000 AM,21306613,1000
ES1,C00116,IT0001099,10-DEC-2014 12.00.00.000000000 AM,290281,1500,17-DEC-2014 12.00.00.000000000 AM,21306769,1120
ES1,C00116,IT0001099,10-DEC-2014 12.00.00.000000000 AM,290281,1500,24-DEC-2014 12.00.00.000000000 AM,21306925,320
ES1,C00116,IT0001099,10-DEC-2014 12.00.00.000000000 AM,290281,1500,25-DEC-2014 12.00.00.000000000 AM,21306963,60
ES1,C00116,IT0001117,10-DEC-2014 12.00.00.000000000 AM,290281,10,25-DEC-2014 12.00.00.000000000 AM,21306963,10
ES1,C00116,IT0001159,10-DEC-2014 12.00.00.000000000 AM,290281,1000,24-DEC-2014 12.00.00.000000000 AM,21306925,100
ES1,C00116,IT0001159,10-DEC-2014 12.00.00.000000000 AM,290281,1000,25-DEC-2014 12.00.00.000000000 AM,21306963,624
ES1,C00116,IT0001170,10-DEC-2014 12.00.00.000000000 AM,290281,100,15-DEC-2014 12.00.00.000000000 AM,21306683,100
ES1,C00252,IT0001024,14-DEC-2014 12.00.00.000000000 AM,290285,750,16-DEC-2014 12.00.00.000000000 AM,21306735,640
ES1,C00252,IT0001024,14-DEC-2014 12.00.00.000000000 AM,290285,750,18-DEC-2014 12.00.00.000000000 AM,21306792,110
ES1,C00252,IT0001084,14-DEC-2014 12.00.00.000000000 AM,290285,1000,18-DEC-2014 12.00.00.000000000 AM,21306792,250
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,16-DEC-2014 12.00.00.000000000 AM,21306734,320
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,16-DEC-2014 12.00.00.000000000 AM,21306735,480
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,18-DEC-2014 12.00.00.000000000 AM,21306792,320
ES1,C00252,IT0001043,14-DEC-2014 12.00.00.000000000 AM,290285,100,18-DEC-2014 12.00.00.000000000 AM,21306792,72
ES1,C00252,IT0001116,14-DEC-2014 12.00.00.000000000 AM,290285,200,18-DEC-2014 12.00.00.000000000 AM,21306792,72
ES1,C00237,IT0001084,18-DEC-2014 12.00.00.000000000 AM,290292,1000,21-DEC-2014 12.00.00.000000000 AM,21306845,1000
ES1,C00237,IT0001016,18-DEC-2014 12.00.00.000000000 AM,290292,2000,21-DEC-2014 12.00.00.000000000 AM,21306845,750
ES1,C00237,IT0001024,18-DEC-2014 12.00.00.000000000 AM,290292,640,21-DEC-2014 12.00.00.000000000 AM,21306845,160
ES1,C00237,IT0001159,18-DEC-2014 12.00.00.000000000 AM,290292,500,21-DEC-2014 12.00.00.000000000 AM,21306845,104
ES1,C00237,IT0001170,18-DEC-2014 12.00.00.000000000 AM,290292,200,21-DEC-2014 12.00.00.000000000 AM,21306845,64
ES1,C00263,IT0001386,19-DEC-2014 12.00.00.000000000 AM,290296,32,22-DEC-2014 12.00.00.000000000 AM,21307036,20
ES1,C00195,IT0001018,22-DEC-2014 12.00.00.000000000 AM,290298,3000,30-DEC-2014 12.00.00.000000000 AM,21307078,1000
ES1,C00195,IT0001026,22-DEC-2014 12.00.00.000000000 AM,290298,250,30-DEC-2014 12.00.00.000000000 AM,21307078,250
ES1,C00245,IT0001012,23-DEC-2014 12.00.00.000000000 AM,290299,1000,25-DEC-2014 12.00.00.000000000 AM,21306961,1000
ES1,C00308,IT0001024,28-NOV-2014 12.00.00.000000000 AM,290266,260,16-DEC-2014 12.00.00.000000000 AM,21306728,260
ES1,C00308,IT0001433,28-NOV-2014 12.00.00.000000000 AM,290266,10,16-DEC-2014 12.00.00.000000000 AM,21306728,10
ES1,C00308,IT0001415,28-NOV-2014 12.00.00.000000000 AM,290266,15,16-DEC-2014 12.00.00.000000000 AM,21306728,15
ES1,C00308,IT0001414,28-NOV-2014 12.00.00.000000000 AM,290266,15,16-DEC-2014 12.00.00.000000000 AM,21306728,15
ES1,C00308,IT0001405,28-NOV-2014 12.00.00.000000000 AM,290266,15,16-DEC-2014 12.00.00.000000000 AM,21306728,15
ES1,C00370,IT0001018,03-DEC-2014 12.00.00.000000000 AM,290270,1250,09-DEC-2014 12.00.00.000000000 AM,21306533,1250
ES1,C00245,IT0001389,04-DEC-2014 12.00.00.000000000 AM,290271,250,15-DEC-2014 12.00.00.000000000 AM,21306726,250
ES1,C00264,IT0001084,04-DEC-2014 12.00.00.000000000 AM,290272,750,24-DEC-2014 12.00.00.000000000 AM,21306920,750
ES1,C00264,IT0001096,04-DEC-2014 12.00.00.000000000 AM,290272,1760,09-DEC-2014 12.00.00.000000000 AM,21306534,1600
ES1,C00264,IT0001096,04-DEC-2014 12.00.00.000000000 AM,290272,1760,24-DEC-2014 12.00.00.000000000 AM,21306920,160
ES1,C00256,IT0001197,04-DEC-2014 12.00.00.000000000 AM,290273,500,23-DEC-2014 12.00.00.000000000 AM,21306899,500
ES1,C00256,IT0001202,04-DEC-2014 12.00.00.000000000 AM,290273,150,23-DEC-2014 12.00.00.000000000 AM,21306899,150
ES1,C00256,IT0001208,04-DEC-2014 12.00.00.000000000 AM,290273,50,23-DEC-2014 12.00.00.000000000 AM,21306899,50
ES1,C00256,IT0001406,04-DEC-2014 12.00.00.000000000 AM,290273,4,23-DEC-2014 12.00.00.000000000 AM,21306899,4
ES1,C00256,IT0001433,04-DEC-2014 12.00.00.000000000 AM,290273,34,23-DEC-2014 12.00.00.000000000 AM,21306899,34
ES1,C00256,IT0001076,04-DEC-2014 12.00.00.000000000 AM,290273,100,23-DEC-2014 12.00.00.000000000 AM,21306899,100
ES1,C00256,IT0001088,04-DEC-2014 12.00.00.000000000 AM,290273,18,23-DEC-2014 12.00.00.000000000 AM,21306899,18
ES1,C00256,IT0001481,04-DEC-2014 12.00.00.000000000 AM,290273,74,23-DEC-2014 12.00.00.000000000 AM,21306899,74
ESR,C00195,IT0001018,08-DEC-2014 12.00.00.000000000 AM,290276,-500,09-DEC-2014 12.00.00.000000000 AM,21300061,-500
ESR,C00195,IT0001026,08-DEC-2014 12.00.00.000000000 AM,290276,-160,09-DEC-2014 12.00.00.000000000 AM,21300061,-160
ESR,C00195,IT0001031,08-DEC-2014 12.00.00.000000000 AM,290276,-50,09-DEC-2014 12.00.00.000000000 AM,21300061,-50
ESR,C00195,IT0001044,08-DEC-2014 12.00.00.000000000 AM,290276,-36,09-DEC-2014 12.00.00.000000000 AM,21300061,-36
ESR,C00195,IT0001471,08-DEC-2014 12.00.00.000000000 AM,290276,-1,09-DEC-2014 12.00.00.000000000 AM,21300061,-1
ES1,C00254,IT0001024,09-DEC-2014 12.00.00.000000000 AM,290278,50,25-DEC-2014 12.00.00.000000000 AM,21306964,50
ES1,C00254,IT0001500,09-DEC-2014 12.00.00.000000000 AM,290278,17,25-DEC-2014 12.00.00.000000000 AM,21306964,17
ES1,C00254,IT0001502,09-DEC-2014 12.00.00.000000000 AM,290278,10,25-DEC-2014 12.00.00.000000000 AM,21306964,10
ES1,C00254,IT0001503,09-DEC-2014 12.00.00.000000000 AM,290278,7,25-DEC-2014 12.00.00.000000000 AM,21306964,7
ES1,C00254,IT0001504,09-DEC-2014 12.00.00.000000000 AM,290278,13,25-DEC-2014 12.00.00.000000000 AM,21306964,13
ES1,C00254,IT0001506,09-DEC-2014 12.00.00.000000000 AM,290278,38,25-DEC-2014 12.00.00.000000000 AM,21306964,38
ES1,C00145,IT0001162,09-DEC-2014 12.00.00.000000000 AM,290279,80,15-DEC-2014 12.00.00.000000000 AM,21306685,80
ES1,C00116,IT0001018,10-DEC-2014 12.00.00.000000000 AM,290280,1798,15-DEC-2014 12.00.00.000000000 AM,21306682,1500
ES1,C00116,IT0001018,10-DEC-2014 12.00.00.000000000 AM,290280,1798,24-DEC-2014 12.00.00.000000000 AM,21306924,250
ES1,C00116,IT0001018,10-DEC-2014 12.00.00.000000000 AM,290280,1798,25-DEC-2014 12.00.00.000000000 AM,21306962,48
ES1,C00116,IT0001026,10-DEC-2014 12.00.00.000000000 AM,290280,300,15-DEC-2014 12.00.00.000000000 AM,21306682,300
ES1,C00116,IT0001085,10-DEC-2014 12.00.00.000000000 AM,290281,3500,24-DEC-2014 12.00.00.000000000 AM,21306925,1500
ES1,C00116,IT0001085,10-DEC-2014 12.00.00.000000000 AM,290281,3500,25-DEC-2014 12.00.00.000000000 AM,21306963,1000
ES1,C00237,IT0001084,24-NOV-2014 12.00.00.000000000 AM,290252,2814,10-DEC-2014 12.00.00.000000000 AM,21306571,814
ES1,C00237,IT0001084,24-NOV-2014 12.00.00.000000000 AM,290252,2814,27-NOV-2014 12.00.00.000000000 AM,21306298,500
ES1,C00135,IT0001197,23-NOV-2014 12.00.00.000000000 AM,290254,700,08-DEC-2014 12.00.00.000000000 AM,21306522,700
ES1,C00135,IT0001202,23-NOV-2014 12.00.00.000000000 AM,290254,300,08-DEC-2014 12.00.00.000000000 AM,21306522,300
ES1,C00284,IT0001057,04-DEC-2014 12.00.00.000000000 AM,290255,160,23-DEC-2014 12.00.00.000000000 AM,21306900,160
ES1,C00284,IT0001064,04-DEC-2014 12.00.00.000000000 AM,290255,70,23-DEC-2014 12.00.00.000000000 AM,21306900,70
ES1,C00284,IT0001127,04-DEC-2014 12.00.00.000000000 AM,290255,140,22-DEC-2014 12.00.00.000000000 AM,21306896,140
ES1,C00284,IT0001137,04-DEC-2014 12.00.00.000000000 AM,290255,100,22-DEC-2014 12.00.00.000000000 AM,21306896,100
ES1,C00247,IT0001084,25-NOV-2014 12.00.00.000000000 AM,290257,1000,21-DEC-2014 12.00.00.000000000 AM,21306849,1000
ES1,C00133,IT0001018,21-DEC-2014 12.00.00.000000000 AM,290258,500,21-DEC-2014 12.00.00.000000000 AM,21306843,500
ES1,C00133,IT0001026,21-DEC-2014 12.00.00.000000000 AM,290258,400,21-DEC-2014 12.00.00.000000000 AM,21306843,400
ES1,C00133,IT0001159,21-DEC-2014 12.00.00.000000000 AM,290258,200,21-DEC-2014 12.00.00.000000000 AM,21306843,200
ES1,C00133,IT0001494,21-DEC-2014 12.00.00.000000000 AM,290258,100,21-DEC-2014 12.00.00.000000000 AM,21306843,100
ES1,C00133,IT0001499,21-DEC-2014 12.00.00.000000000 AM,290258,25,21-DEC-2014 12.00.00.000000000 AM,21306843,25
ES1,C00237,IT0001024,25-NOV-2014 12.00.00.000000000 AM,290259,960,03-DEC-2014 12.00.00.000000000 AM,21306399,960
