,ORDERDATE,DELIVEREDQUANTITY
19259,09-09-2015,500
19260,09-09-2015,500
19263,09-09-2015,2000
19266,09-09-2015,2000
19280,09-09-2015,1000
19287,09-09-2015,500
19288,09-09-2015,250
19289,09-09-2015,500
19290,09-09-2015,500
19291,09-09-2015,750
19301,09-09-2015,250
19302,09-09-2015,750
19303,09-09-2015,250
19304,09-09-2015,500
19305,09-09-2015,500
19319,09-09-2015,500
19320,09-09-2015,750
19321,09-09-2015,250
19322,09-09-2015,500
19323,09-09-2015,500
19331,09-09-2015,500
19341,09-09-2015,250
19342,09-09-2015,250
19358,09-09-2015,500
19359,10-09-2015,500
19360,10-09-2015,500
19362,10-09-2015,250
19363,10-09-2015,500
19364,10-09-2015,500
19365,10-09-2015,500
19366,10-09-2015,250
19367,10-09-2015,500
19410,10-09-2015,500
19417,10-09-2015,250
19418,10-09-2015,500
19434,10-09-2015,500
19435,10-09-2015,500
19436,10-09-2015,250
19437,10-09-2015,500
19445,13-09-2015,750
19482,14-09-2015,250
19485,14-09-2015,500
19486,14-09-2015,250
19487,14-09-2015,250
19502,14-09-2015,500
19529,16-09-2015,750
19530,16-09-2015,500
19531,16-09-2015,250
19532,16-09-2015,500
19533,16-09-2015,500
19548,16-09-2015,1000
19549,16-09-2015,250
19602,17-09-2015,500
19603,17-09-2015,500
19666,18-09-2015,500
19667,18-09-2015,250
19668,18-09-2015,250
19703,20-09-2015,250
19704,20-09-2015,500
19705,20-09-2015,250
19722,20-09-2015,250
19738,20-09-2015,500
19765,21-09-2015,500
19766,21-09-2015,250
19767,21-09-2015,500
19778,21-09-2015,500
19823,23-09-2015,750
19824,23-09-2015,500
19825,23-09-2015,250
19833,23-09-2015,750
19862,23-09-2015,500
19874,24-09-2015,1000
19885,25-09-2015,500
19886,25-09-2015,750
19904,27-09-2015,1000
19905,27-09-2015,750
19906,27-09-2015,250
19915,27-09-2015,1250
19918,27-09-2015,750
19919,27-09-2015,1000
19920,27-09-2015,1500
19921,27-09-2015,750
19922,27-09-2015,2000
19923,27-09-2015,250
19924,27-09-2015,1000
19925,27-09-2015,1750
19926,27-09-2015,250
19927,27-09-2015,750
19938,28-09-2015,500
19953,29-09-2015,2000
19954,29-09-2015,250
19955,29-09-2015,250
19975,29-09-2015,250
19976,29-09-2015,750
19977,29-09-2015,1000
19978,29-09-2015,250
19979,29-09-2015,250
19988,29-09-2015,250
20004,29-09-2015,-250
20013,29-09-2015,250
20014,29-09-2015,1250
20015,29-09-2015,500
20016,29-09-2015,250
20017,29-09-2015,250
20067,01-10-2015,1000
20068,01-10-2015,1500
20073,01-10-2015,250
20074,01-10-2015,250
20075,01-10-2015,250
20076,01-10-2015,250
20082,01-10-2015,2000
20083,01-10-2015,750
20084,01-10-2015,1000
20094,01-10-2015,500
20095,01-10-2015,1000
20096,01-10-2015,500
20097,01-10-2015,500
20108,02-10-2015,250
20109,02-10-2015,250
20171,07-10-2015,250
20207,07-10-2015,750
20208,07-10-2015,250
20216,07-10-2015,250
20217,07-10-2015,500
20218,07-10-2015,500
20219,07-10-2015,250
20220,07-10-2015,500
20222,07-10-2015,500
20225,07-10-2015,500
20226,07-10-2015,250
20227,07-10-2015,250
20254,09-10-2015,250
20255,09-10-2015,250
20261,09-10-2015,1750
20263,09-10-2015,500
20319,12-10-2015,1000
20320,12-10-2015,750
20321,12-10-2015,750
20325,12-10-2015,1000
20326,12-10-2015,750
20327,12-10-2015,250
20328,12-10-2015,500
20334,12-10-2015,250
20391,13-10-2015,1000
20457,16-10-2015,750
20458,16-10-2015,250
20459,16-10-2015,250
20460,16-10-2015,250
20484,18-10-2015,2000
20485,18-10-2015,1000
20490,18-10-2015,500
20493,18-10-2015,1000
20494,18-10-2015,1750
20495,18-10-2015,250
20508,19-10-2015,250
20509,19-10-2015,250
20569,21-10-2015,500
20570,21-10-2015,1250
20576,21-10-2015,750
20577,21-10-2015,750
20578,21-10-2015,250
20607,21-10-2015,750
20608,21-10-2015,500
20666,22-10-2015,500
20667,22-10-2015,750
20668,22-10-2015,250
20685,26-10-2015,1000
20686,26-10-2015,1000
20687,26-10-2015,750
20688,26-10-2015,2000
20689,26-10-2015,500
20690,26-10-2015,1000
20691,26-10-2015,1250
20692,26-10-2015,500
20693,26-10-2015,250
20711,26-10-2015,500
20712,26-10-2015,1000
20713,26-10-2015,250
20714,26-10-2015,250
20765,26-10-2015,1750
20780,27-10-2015,500
20805,28-10-2015,250
20817,30-10-2015,1000
20818,30-10-2015,250
20829,30-10-2015,250
20847,01-11-2015,500
20848,01-11-2015,500
20891,01-11-2015,250
20893,01-11-2015,250
20902,01-11-2015,750
20906,02-11-2015,500
20907,02-11-2015,250
20920,03-11-2015,500
20922,03-11-2015,500
20929,03-11-2015,2000
20930,03-11-2015,500
20931,03-11-2015,750
20932,03-11-2015,250
20933,03-11-2015,1750
20934,03-11-2015,1500
20935,03-11-2015,750
20936,03-11-2015,2000
20937,03-11-2015,500
20942,03-11-2015,1000
20943,03-11-2015,500
20944,03-11-2015,750
20960,03-11-2015,500
20961,03-11-2015,250
20997,03-11-2015,250
20998,03-11-2015,500
20999,03-11-2015,500
21000,03-11-2015,250
21001,03-11-2015,500
21010,03-11-2015,250
21011,03-11-2015,250
21012,03-11-2015,250
21013,03-11-2015,250
21014,03-11-2015,500
21015,03-11-2015,500
21016,03-11-2015,500
21019,03-11-2015,250
21020,03-11-2015,500
21021,03-11-2015,500
21022,03-11-2015,250
21023,03-11-2015,500
21024,03-11-2015,250
21025,03-11-2015,250
21037,03-11-2015,250
21038,03-11-2015,250
21039,03-11-2015,500
21040,03-11-2015,500
21041,03-11-2015,250
21042,03-11-2015,250
21058,04-11-2015,1500
21059,04-11-2015,500
21060,04-11-2015,500
21061,04-11-2015,250
21062,04-11-2015,2000
21063,04-11-2015,250
21075,04-11-2015,500
21076,04-11-2015,500
21090,05-11-2015,250
21094,05-11-2015,750
21095,05-11-2015,750
21096,05-11-2015,750
21135,06-11-2015,500
21136,06-11-2015,500
21137,06-11-2015,1000
21184,08-11-2015,500
21189,08-11-2015,250
21199,08-11-2015,250
21200,08-11-2015,250
21228,09-11-2015,250
21229,09-11-2015,250
21230,09-11-2015,250
21236,09-11-2015,250
21237,09-11-2015,750
21238,09-11-2015,1000
21246,09-11-2015,250
21247,09-11-2015,1000
21248,09-11-2015,500
21249,09-11-2015,750
21250,09-11-2015,750
21251,09-11-2015,500
21252,09-11-2015,500
21253,09-11-2015,500
21254,09-11-2015,1000
21259,09-11-2015,500
21260,09-11-2015,500
21261,09-11-2015,750
21262,09-11-2015,750
21263,09-11-2015,1000
21264,09-11-2015,750
21282,10-11-2015,750
21298,10-11-2015,250
21299,10-11-2015,500
21305,10-11-2015,500
21309,10-11-2015,250
21334,11-11-2015,2000
21335,11-11-2015,1250
21342,11-11-2015,1750
21343,11-11-2015,750
21344,11-11-2015,250
21353,12-11-2015,250
21370,13-11-2015,250
21389,13-11-2015,250
21390,13-11-2015,250
21408,15-11-2015,500
21431,16-11-2015,500
21432,16-11-2015,250
21433,16-11-2015,250
21434,16-11-2015,500
21435,16-11-2015,750
21436,16-11-2015,250
21455,16-11-2015,250
21456,16-11-2015,750
21457,16-11-2015,250
21458,16-11-2015,250
21473,16-11-2015,750
21474,16-11-2015,250
21484,16-11-2015,1000
21490,16-11-2015,500
21491,16-11-2015,250
21519,17-11-2015,1000
21520,17-11-2015,1500
21522,17-11-2015,1750
21523,17-11-2015,750
21524,17-11-2015,250
21525,17-11-2015,250
21526,17-11-2015,250
21527,17-11-2015,1000
21528,17-11-2015,250
21529,17-11-2015,250
21530,17-11-2015,250
21533,17-11-2015,500
21536,17-11-2015,250
21548,17-11-2015,1750
21549,17-11-2015,250
21550,17-11-2015,500
21573,18-11-2015,250
21574,18-11-2015,750
21584,18-11-2015,750
21585,18-11-2015,250
21604,19-11-2015,250
21627,19-11-2015,1000
21628,19-11-2015,1500
21629,19-11-2015,500
21635,19-11-2015,1000
21636,19-11-2015,1000
21637,19-11-2015,1000
21649,20-11-2015,500
21650,20-11-2015,250
21651,20-11-2015,500
21685,22-11-2015,750
21686,22-11-2015,750
21687,22-11-2015,500
21727,23-11-2015,250
21731,23-11-2015,500
21732,23-11-2015,750
21733,23-11-2015,500
21734,23-11-2015,750
21735,23-11-2015,250
21736,23-11-2015,750
21762,25-11-2015,750
21763,25-11-2015,1000
21764,25-11-2015,500
21767,25-11-2015,1000
21788,25-11-2015,1000
21789,25-11-2015,500
21790,25-11-2015,250
21791,25-11-2015,250
21792,25-11-2015,1000
21794,25-11-2015,250
21795,25-11-2015,1000
21796,25-11-2015,750
21802,25-11-2015,250
21809,25-11-2015,250
21843,26-11-2015,500
21844,26-11-2015,250
21885,27-11-2015,1000
21886,27-11-2015,250
21890,27-11-2015,250
21905,27-11-2015,500
21906,27-11-2015,250
21907,27-11-2015,250
21920,27-11-2015,500
21921,27-11-2015,500
21925,27-11-2015,500
21926,27-11-2015,250
21940,29-11-2015,750
21941,29-11-2015,500
21942,29-11-2015,1000
21950,29-11-2015,250
21951,29-11-2015,500
21952,29-11-2015,1000
21953,29-11-2015,750
21964,29-11-2015,750
21966,30-11-2015,1750
22003,03-12-2015,2000
22005,03-12-2015,500
22006,03-12-2015,250
22023,03-12-2015,500
22042,04-12-2015,500
22055,04-12-2015,500
22070,06-12-2015,500
22071,06-12-2015,250
22072,06-12-2015,500
22079,06-12-2015,1250
22080,06-12-2015,500
22081,06-12-2015,1000
22082,06-12-2015,1750
22083,06-12-2015,250
22084,06-12-2015,250
22085,06-12-2015,1250
22112,07-12-2015,250
22147,08-12-2015,750
22148,08-12-2015,250
22149,09-12-2015,750
22157,09-12-2015,250
22176,09-12-2015,1000
22190,09-12-2015,250
22207,10-12-2015,1000
22209,10-12-2015,750
22210,10-12-2015,250
22227,13-12-2015,250
22228,13-12-2015,500
22252,13-12-2015,1250
22253,13-12-2015,1000
22254,13-12-2015,250
22270,13-12-2015,500
22272,13-12-2015,1250
22273,13-12-2015,500
22274,13-12-2015,500
22275,13-12-2015,250
22276,13-12-2015,1500
22277,13-12-2015,750
22278,13-12-2015,250
22295,14-12-2015,250
22308,14-12-2015,500
22312,14-12-2015,500
22325,14-12-2015,2000
22326,14-12-2015,500
22333,14-12-2015,1750
22334,14-12-2015,750
22335,14-12-2015,2000
22336,14-12-2015,500
22387,15-12-2015,1250
22388,15-12-2015,1500
22389,15-12-2015,1000
22391,15-12-2015,2000
22392,15-12-2015,2000
22413,16-12-2015,250
22440,17-12-2015,250
22463,18-12-2015,500
22489,20-12-2015,250
22490,20-12-2015,500
22547,21-12-2015,500
22551,21-12-2015,250
22590,22-12-2015,250
22591,22-12-2015,750
22592,22-12-2015,250
22598,23-12-2015,500
22599,23-12-2015,250
22619,23-12-2015,500
22623,24-12-2015,250
22624,24-12-2015,500
22639,25-12-2015,500
22655,25-12-2015,500
22657,27-12-2015,1000
22661,27-12-2015,250
22662,27-12-2015,750
22663,27-12-2015,1000
22668,27-12-2015,500
22685,27-12-2015,1000
22687,28-12-2015,250
22698,28-12-2015,250
22702,28-12-2015,1000
22703,28-12-2015,750
22704,28-12-2015,250
22721,28-12-2015,2000
22722,28-12-2015,500
22723,28-12-2015,250
22724,28-12-2015,250
22731,28-12-2015,250
22732,28-12-2015,500
22733,28-12-2015,500
22734,28-12-2015,250
22735,28-12-2015,500
22749,29-12-2015,250
22757,29-12-2015,500
22760,29-12-2015,500
22826,29-12-2015,250
22827,29-12-2015,250
22828,29-12-2015,250
22829,29-12-2015,250
22834,30-12-2015,500
22839,30-12-2015,1250
22864,04-01-2016,250
22865,04-01-2016,500
22866,04-01-2016,750
22886,04-01-2016,250
22908,04-01-2016,750
22909,04-01-2016,1000
22931,04-01-2016,500
22941,05-01-2016,1000
22942,05-01-2016,250
22944,05-01-2016,500
22986,07-01-2016,500
23028,08-01-2016,500
23029,08-01-2016,250
23030,08-01-2016,500
23031,08-01-2016,250
23032,08-01-2016,250
23040,08-01-2016,1000
23043,08-01-2016,1000
23044,08-01-2016,1000
23045,08-01-2016,1000
23046,08-01-2016,750
23077,10-01-2016,250
23078,10-01-2016,500
23079,10-01-2016,500
23094,10-01-2016,250
23096,10-01-2016,1000
23097,10-01-2016,250
23101,10-01-2016,750
23102,10-01-2016,500
23128,10-01-2016,500
23129,10-01-2016,250
23130,10-01-2016,500
23147,11-01-2016,750
23220,12-01-2016,250
23221,12-01-2016,500
23232,13-01-2016,250
23280,15-01-2016,250
23300,15-01-2016,250
23301,15-01-2016,250
23302,15-01-2016,250
23335,17-01-2016,500
23336,17-01-2016,500
23362,18-01-2016,500
23363,18-01-2016,500
23364,18-01-2016,500
23417,19-01-2016,500
23456,19-01-2016,250
23458,19-01-2016,250
23462,19-01-2016,1000
23463,19-01-2016,500
23465,19-01-2016,1000
23466,19-01-2016,250
23467,19-01-2016,250
23470,19-01-2016,500
23471,19-01-2016,1250
23472,19-01-2016,750
23473,19-01-2016,250
23523,20-01-2016,250
23528,20-01-2016,750
23540,21-01-2016,250
23541,21-01-2016,250
23542,21-01-2016,250
23543,21-01-2016,250
23553,21-01-2016,1250
23554,21-01-2016,250
23555,21-01-2016,250
23556,21-01-2016,1250
23557,21-01-2016,750
23558,21-01-2016,1000
23559,21-01-2016,1250
23560,21-01-2016,750
23561,21-01-2016,750
23603,21-01-2016,250
23604,21-01-2016,250
23605,21-01-2016,750
23651,25-01-2016,1250
23652,25-01-2016,250
23653,25-01-2016,250
23654,25-01-2016,500
23655,25-01-2016,250
23690,25-01-2016,750
23709,26-01-2016,500
23710,26-01-2016,1000
23724,26-01-2016,250
23738,26-01-2016,750
23739,26-01-2016,250
23746,27-01-2016,1000
23747,27-01-2016,500
23748,27-01-2016,500
23795,28-01-2016,250
23796,28-01-2016,500
23797,28-01-2016,1250
23810,28-01-2016,250
23811,28-01-2016,500
23812,28-01-2016,500
23813,28-01-2016,250
23814,28-01-2016,500
23820,28-01-2016,250
23821,28-01-2016,250
23822,28-01-2016,500
23854,28-01-2016,750
23856,28-01-2016,500
23857,28-01-2016,500
23858,28-01-2016,1000
23859,28-01-2016,500
23863,28-01-2016,500
23864,28-01-2016,1250
23865,28-01-2016,750
23867,28-01-2016,250
23868,28-01-2016,250
23869,28-01-2016,250
23870,28-01-2016,250
23871,28-01-2016,250
23872,28-01-2016,500
23873,28-01-2016,250
23907,29-01-2016,250
23919,29-01-2016,250
23920,29-01-2016,750
23921,29-01-2016,500
23935,31-01-2016,1000
23936,31-01-2016,250
23963,31-01-2016,500
23964,31-01-2016,250
23965,31-01-2016,250
23966,31-01-2016,500
23967,31-01-2016,250
23968,31-01-2016,750
23969,31-01-2016,250
23970,31-01-2016,250
23971,31-01-2016,1000
23972,31-01-2016,500
23973,31-01-2016,500
23986,31-01-2016,750
23994,31-01-2016,750
23995,31-01-2016,250
23996,31-01-2016,250
23997,31-01-2016,250
23998,31-01-2016,500
23999,31-01-2016,250
24000,31-01-2016,250
24001,31-01-2016,250
24002,31-01-2016,500
24014,31-01-2016,250
24017,31-01-2016,500
24018,31-01-2016,250
24019,31-01-2016,750
24020,31-01-2016,750
24021,31-01-2016,250
24085,02-02-2016,500
24086,02-02-2016,500
24087,02-02-2016,500
24103,03-02-2016,500
24114,03-02-2016,2000
24121,03-02-2016,500
24122,03-02-2016,250
24123,03-02-2016,250
24124,03-02-2016,250
24142,04-02-2016,500
24143,04-02-2016,1500
24145,04-02-2016,1000
24157,04-02-2016,250
24169,04-02-2016,250
24170,04-02-2016,500
24171,04-02-2016,250
24172,04-02-2016,500
24173,04-02-2016,750
24174,04-02-2016,250
24175,04-02-2016,250
24176,04-02-2016,250
24179,04-02-2016,500
24201,05-02-2016,250
24232,07-02-2016,750
24233,07-02-2016,750
24236,07-02-2016,750
24237,07-02-2016,500
24246,07-02-2016,1000
24251,08-02-2016,250
24256,08-02-2016,750
24257,08-02-2016,250
24272,08-02-2016,500
24273,08-02-2016,250
24274,08-02-2016,250
24281,08-02-2016,500
24282,08-02-2016,500
24283,08-02-2016,500
24284,08-02-2016,250
24324,08-02-2016,500
24325,08-02-2016,500
24326,08-02-2016,750
24327,08-02-2016,750
24328,08-02-2016,1000
24329,08-02-2016,250
24354,09-02-2016,250
24355,09-02-2016,500
24356,09-02-2016,250
24357,09-02-2016,500
24358,09-02-2016,500
24377,09-02-2016,500
24378,09-02-2016,500
24379,09-02-2016,250
24380,09-02-2016,250
24381,09-02-2016,250
24382,09-02-2016,250
24415,09-02-2016,250
24416,09-02-2016,250
24435,09-02-2016,750
24436,09-02-2016,250
24437,09-02-2016,500
24438,09-02-2016,250
24439,09-02-2016,250
24440,09-02-2016,250
24441,09-02-2016,250
24486,11-02-2016,1500
24487,11-02-2016,500
24488,11-02-2016,500
24496,11-02-2016,500
24498,11-02-2016,250
24499,11-02-2016,250
24540,12-02-2016,250
24545,12-02-2016,250
24550,12-02-2016,750
24551,12-02-2016,1000
24597,14-02-2016,750
24604,14-02-2016,500
24605,14-02-2016,1250
24616,14-02-2016,1250
24617,14-02-2016,250
24631,14-02-2016,750
24632,14-02-2016,750
24683,14-02-2016,750
24684,14-02-2016,750
24704,15-02-2016,250
24734,15-02-2016,1250
24747,15-02-2016,500
24748,15-02-2016,250
24763,16-02-2016,1000
24764,16-02-2016,1000
24765,16-02-2016,500
24805,18-02-2016,250
24806,18-02-2016,750
24807,18-02-2016,1000
24808,18-02-2016,250
24809,18-02-2016,250
24817,18-02-2016,500
24818,18-02-2016,500
24856,18-02-2016,250
24881,18-02-2016,500
24928,19-02-2016,750
24929,19-02-2016,250
24930,19-02-2016,250
24931,19-02-2016,250
24942,19-02-2016,1000
24943,19-02-2016,250
24951,19-02-2016,1000
25007,21-02-2016,500
25008,21-02-2016,500
25009,21-02-2016,500
25010,21-02-2016,500
25024,22-02-2016,250
25030,22-02-2016,1000
25031,22-02-2016,1000
25035,23-02-2016,250
25036,23-02-2016,250
25043,23-02-2016,750
25044,23-02-2016,750
25045,23-02-2016,250
25046,23-02-2016,250
25100,24-02-2016,250
25101,24-02-2016,250
25102,24-02-2016,250
25103,24-02-2016,500
25155,26-02-2016,1000
25156,26-02-2016,1000
25163,26-02-2016,500
25201,28-02-2016,500
25203,28-02-2016,500
25204,28-02-2016,500
25227,28-02-2016,250
25228,28-02-2016,500
25229,28-02-2016,250
25234,28-02-2016,250
25235,28-02-2016,250
25236,28-02-2016,250
25237,28-02-2016,250
25254,01-03-2016,250
25265,02-03-2016,500
25266,02-03-2016,250
25267,02-03-2016,500
25268,02-03-2016,250
25269,02-03-2016,500
25270,02-03-2016,500
25271,02-03-2016,750
25272,02-03-2016,250
25273,02-03-2016,250
25274,02-03-2016,250
25275,02-03-2016,750
25276,02-03-2016,250
25326,03-03-2016,250
25340,03-03-2016,500
25341,03-03-2016,250
25342,03-03-2016,250
25353,03-03-2016,250
25354,03-03-2016,250
25355,03-03-2016,250
25356,03-03-2016,250
25357,03-03-2016,1000
25358,03-03-2016,500
25402,05-03-2016,1000
25403,05-03-2016,250
25404,05-03-2016,250
25405,05-03-2016,250
25406,05-03-2016,500
25407,05-03-2016,250
25425,05-03-2016,750
25426,05-03-2016,1000
25427,05-03-2016,250
25428,05-03-2016,500
25429,05-03-2016,250
25444,05-03-2016,500
25445,05-03-2016,250
25446,05-03-2016,250
25447,05-03-2016,250
25448,05-03-2016,1000
25449,05-03-2016,250
25477,05-03-2016,500
25478,05-03-2016,250
25479,05-03-2016,750
25480,05-03-2016,500
25481,05-03-2016,250
25482,05-03-2016,250
25484,05-03-2016,250
25485,05-03-2016,1000
25486,05-03-2016,250
25487,05-03-2016,250
25488,05-03-2016,750
25495,05-03-2016,750
25496,05-03-2016,1000
25497,05-03-2016,750
25506,05-03-2016,250
25507,05-03-2016,250
25519,05-03-2016,500
25522,07-03-2016,250
25523,07-03-2016,250
25552,08-03-2016,250
25553,08-03-2016,250
25554,08-03-2016,750
25555,08-03-2016,500
25556,08-03-2016,500
25557,08-03-2016,250
25587,08-03-2016,500
25588,08-03-2016,500
25589,08-03-2016,500
25590,08-03-2016,500
25591,08-03-2016,250
25592,08-03-2016,250
25614,08-03-2016,250
25615,08-03-2016,500
25616,08-03-2016,250
25617,08-03-2016,250
25618,08-03-2016,250
25619,08-03-2016,250
25620,08-03-2016,250
25621,08-03-2016,500
25622,08-03-2016,750
25635,08-03-2016,500
25636,08-03-2016,500
25637,08-03-2016,250
25638,08-03-2016,500
25639,08-03-2016,250
25640,08-03-2016,500
25650,08-03-2016,250
25651,08-03-2016,500
25652,08-03-2016,500
25653,08-03-2016,500
25654,08-03-2016,250
25655,08-03-2016,500
25700,10-03-2016,250
25724,10-03-2016,750
25740,10-03-2016,250
25741,10-03-2016,250
25742,10-03-2016,250
25743,10-03-2016,250
25772,11-03-2016,750
25775,11-03-2016,250
25776,11-03-2016,250
25786,11-03-2016,250
25787,11-03-2016,250
25788,11-03-2016,250
25789,11-03-2016,250
25790,11-03-2016,250
25791,11-03-2016,250
25792,11-03-2016,250
25799,11-03-2016,250
25800,11-03-2016,250
25811,11-03-2016,500
25812,11-03-2016,500
25813,11-03-2016,250
25814,11-03-2016,250
25815,11-03-2016,250
25863,12-03-2016,500
25864,12-03-2016,500
25868,12-03-2016,500
25869,12-03-2016,250
25892,14-03-2016,250
25905,15-03-2016,250
25911,15-03-2016,750
25912,15-03-2016,500
25913,15-03-2016,750
25939,16-03-2016,250
25940,16-03-2016,500
25941,16-03-2016,250
25952,16-03-2016,500
26027,16-03-2016,500
26028,16-03-2016,500
26029,16-03-2016,500
26030,16-03-2016,500
26031,16-03-2016,500
26032,16-03-2016,500
26037,16-03-2016,250
26038,16-03-2016,500
26039,16-03-2016,500
26040,16-03-2016,500
26041,16-03-2016,750
26066,16-03-2016,500
26067,16-03-2016,500
26068,16-03-2016,500
26069,16-03-2016,500
26073,16-03-2016,250
26074,16-03-2016,250
26075,16-03-2016,500
26076,16-03-2016,250
26077,16-03-2016,250
26078,16-03-2016,500
26079,16-03-2016,500
26137,17-03-2016,500
26138,17-03-2016,250
26139,17-03-2016,500
26140,17-03-2016,250
26141,17-03-2016,250
26142,17-03-2016,250
26143,17-03-2016,500
26144,17-03-2016,250
26145,17-03-2016,500
26147,17-03-2016,500
26148,17-03-2016,250
26149,17-03-2016,250
26150,17-03-2016,250
26151,17-03-2016,250
26152,17-03-2016,250
26155,17-03-2016,750
26175,18-03-2016,250
26176,18-03-2016,250
26177,18-03-2016,250
26198,18-03-2016,250
26199,18-03-2016,250
26216,18-03-2016,250
26217,18-03-2016,250
26218,18-03-2016,250
26219,18-03-2016,250
26220,18-03-2016,250
26221,19-03-2016,1000
26222,19-03-2016,500
26223,19-03-2016,250
26224,19-03-2016,250
26242,19-03-2016,250
26243,19-03-2016,1000
26244,19-03-2016,250
26245,19-03-2016,250
26246,19-03-2016,250
26252,19-03-2016,500
26253,19-03-2016,250
26295,22-03-2016,250
26296,22-03-2016,250
26311,22-03-2016,250
26312,22-03-2016,250
26313,22-03-2016,250
26331,22-03-2016,250
26332,22-03-2016,250
26333,22-03-2016,500
26370,24-03-2016,250
26371,24-03-2016,1000
26372,24-03-2016,750
26373,24-03-2016,250
26384,24-03-2016,250
26385,24-03-2016,500
26386,24-03-2016,750
26387,24-03-2016,750
26402,24-03-2016,1000
26403,24-03-2016,750
26404,24-03-2016,250
26408,24-03-2016,250
26409,24-03-2016,500
26410,24-03-2016,500
26416,24-03-2016,250
26443,24-03-2016,500
26444,24-03-2016,250
26445,24-03-2016,500
26446,24-03-2016,750
26486,25-03-2016,250
26487,25-03-2016,250
26488,25-03-2016,250
26489,25-03-2016,250
26496,26-03-2016,250
26497,26-03-2016,250
26498,26-03-2016,250
26560,28-03-2016,750
26562,28-03-2016,500
26591,28-03-2016,500
26612,28-03-2016,250
26613,28-03-2016,250
26614,28-03-2016,250
26615,28-03-2016,250
26616,28-03-2016,250
26617,28-03-2016,500
26618,28-03-2016,500
26619,28-03-2016,750
26643,29-03-2016,250
26644,29-03-2016,250
26645,29-03-2016,500
26651,29-03-2016,250
26652,29-03-2016,250
26669,29-03-2016,250
26690,30-03-2016,250
26691,30-03-2016,250
26704,30-03-2016,250
26705,30-03-2016,250
26783,02-04-2016,250
26817,04-04-2016,250
26818,04-04-2016,250
26819,04-04-2016,250
26826,04-04-2016,500
26853,05-04-2016,250
26854,05-04-2016,500
26855,05-04-2016,750
26856,05-04-2016,500
26857,05-04-2016,500
26909,05-04-2016,250
26910,05-04-2016,500
26921,05-04-2016,500
26938,05-04-2016,250
27007,06-04-2016,250
27009,07-04-2016,250
27010,07-04-2016,250
27032,07-04-2016,500
27033,07-04-2016,750
27034,07-04-2016,750
27035,07-04-2016,500
27051,07-04-2016,750
27052,07-04-2016,250
27053,07-04-2016,500
27054,07-04-2016,500
27059,07-04-2016,250
27060,07-04-2016,500
27061,07-04-2016,500
27066,08-04-2016,250
27080,08-04-2016,250
27081,08-04-2016,250
27082,08-04-2016,500
27083,08-04-2016,500
27094,08-04-2016,250
27106,09-04-2016,250
27107,09-04-2016,250
27108,09-04-2016,250
27109,09-04-2016,500
27110,09-04-2016,500
27111,09-04-2016,250
27112,09-04-2016,500
27130,09-04-2016,250
27131,09-04-2016,250
27132,09-04-2016,500
27133,09-04-2016,500
27148,11-04-2016,250
27149,11-04-2016,500
27150,11-04-2016,250
27151,11-04-2016,750
27170,11-04-2016,500
27171,11-04-2016,500
27176,11-04-2016,500
27177,11-04-2016,250
27185,11-04-2016,500
27186,11-04-2016,250
27249,12-04-2016,250
27250,12-04-2016,250
27251,12-04-2016,250
27252,12-04-2016,250
27253,12-04-2016,250
27277,13-04-2016,500
27278,13-04-2016,500
27280,13-04-2016,500
27281,13-04-2016,500
27282,13-04-2016,500
27283,13-04-2016,500
27284,13-04-2016,250
27285,13-04-2016,250
27286,13-04-2016,500
27291,13-04-2016,250
27292,13-04-2016,750
27293,13-04-2016,500
27294,13-04-2016,500
27321,13-04-2016,500
27322,13-04-2016,250
27323,13-04-2016,250
27344,14-04-2016,1000
27365,14-04-2016,250
27366,14-04-2016,500
27368,14-04-2016,500
27369,14-04-2016,1000
27370,14-04-2016,500
27371,14-04-2016,500
27377,14-04-2016,250
27378,14-04-2016,500
27379,14-04-2016,250
27397,15-04-2016,250
27398,15-04-2016,250
27399,15-04-2016,250
27454,16-04-2016,750
27455,16-04-2016,250
27456,16-04-2016,500
27457,16-04-2016,250
27458,16-04-2016,250
27482,18-04-2016,750
27483,18-04-2016,500
27484,18-04-2016,500
27485,18-04-2016,500
27486,18-04-2016,500
27487,18-04-2016,250
27488,18-04-2016,250
27489,18-04-2016,500
27490,18-04-2016,500
27491,18-04-2016,250
27545,18-04-2016,250
27546,18-04-2016,250
27604,18-04-2016,250
27605,18-04-2016,250
27606,18-04-2016,250
27608,18-04-2016,250
27611,18-04-2016,250
27617,19-04-2016,250
27618,19-04-2016,250
27683,20-04-2016,500
27684,20-04-2016,250
27685,20-04-2016,250
27686,20-04-2016,250
27687,20-04-2016,250
27688,20-04-2016,250
27689,20-04-2016,250
27690,20-04-2016,250
27691,20-04-2016,250
27692,20-04-2016,500
27693,20-04-2016,1750
27703,21-04-2016,250
27704,21-04-2016,500
27705,21-04-2016,250
27770,22-04-2016,500
27771,22-04-2016,250
27804,25-04-2016,250
27805,25-04-2016,500
27806,25-04-2016,250
27807,25-04-2016,500
27808,25-04-2016,250
27873,26-04-2016,250
27874,26-04-2016,250
27875,26-04-2016,500
27876,26-04-2016,750
27877,26-04-2016,750
27882,26-04-2016,500
27883,26-04-2016,250
27885,26-04-2016,250
27886,26-04-2016,250
27887,26-04-2016,250
27888,26-04-2016,250
27890,26-04-2016,250
27891,26-04-2016,750
27892,26-04-2016,250
27893,26-04-2016,250
